eventID, identifier
1,	/Users/encima/Dropbox/Projects/PhD/Java/GSN_DGFC/webapp/IMG_0082.JPG
1,	/Users/encima/Dropbox/Projects/PhD/Java/GSN_DGFC/webapp/IMG_0083.JPG
1,	/Users/encima/Dropbox/Projects/PhD/Java/GSN_DGFC/webapp/IMG_0084.JPG
