eventID,identifier
3,https://s3-eu-west-1.amazonaws.com/sitesy/DGL5/1/03.01.11/100RECNX/IMG_0006.JPG
3,https://s3-eu-west-1.amazonaws.com/sitesy/DGL5/1/03.01.11/100RECNX/IMG_0007.JPG
3,https://s3-eu-west-1.amazonaws.com/sitesy/DGL5/1/03.01.11/100RECNX/IMG_0008.JPG
